Company Name,Ratings,Reviews,Salaries,Interviews,Jobs,Benefits,Photos,Highly Rated for,Critical Rated for,Industry,Location
63 Moons Technologies,3.6,342,1900,29,16,31,,,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",IT Services & Consulting,Mumbai +14 other locations
Campus Activewear,4.1,342,1500,18,9,8,5,"Salary & Benefits, Work Life Balance, Job Security",,Fashion & Textile,New Delhi +47 other locations
Phenom,3.4,342,2100,49,36,24,196,,"Promotions / Appraisal, Company Culture, Work Life Balance",Software Product,Hyderabad +4 other locations
Adama,4,342,1000,19,1,30,,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal,Agro Chemicals,Hyderabad +70 other locations
Stefanini,2.7,342,2000,38,15,18,1,,"Promotions / Appraisal, Work Satisfaction, Job Security",IT Services & Consulting,Noida +12 other locations
Parul University,3.3,343,1200,26,36,30,7,,"Promotions / Appraisal, Salary & Benefits, Company Culture",Education & Training,Vadodara +37 other locations
Kerala State Electricity Board,4.1,342,1400,18,,33,2,"Work Satisfaction, Skill Development / Learning, Company Culture","Promotions / Appraisal, Job Security",Power,Palakkad +30 other locations
JSW One Platforms,2.9,342,1500,47,7,2,8,,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",Internet,Mumbai +39 other locations
Autocomp Corporation Panse,3.5,342,1400,23,5,12,1,,"Company Culture, Promotions / Appraisal, Work Life Balance",Auto Components,Pune +12 other locations
Groww,3.6,342,2400,81,19,15,3,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",FinTech,Bengaluru +15 other locations
Clariant Chemicals,4.2,342,1600,15,4,45,,"Company Culture, Work Life Balance, Job Security",,Chemicals,Mumbai +18 other locations
Mahindra Insurance Brokers,3.3,342,1000,12,3,39,,,"Promotions / Appraisal, Work Satisfaction, Job Security",Insurance,Mumbai +90 other locations
MSP Steel & Power,3.9,344,1100,35,13,20,,"Job Security, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,Iron & Steel,Raigarh +19 other locations
Ircon International,4,341,953,28,,35,,Skill Development / Learning,Promotions / Appraisal,Engineering & Construction,New Delhi +54 other locations
Sequel Logistics,4,341,1100,19,,22,1,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,Logistics,Bengaluru +47 other locations
Vascon Engineers,3.8,341,1100,28,4,10,1,Job Security,"Promotions / Appraisal, Salary & Benefits",Real Estate,Pune +21 other locations
ACB (India),3.7,341,1500,18,1,34,4,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",Oil & Gas,Korba +30 other locations
Oceaneering International,4.1,341,1900,42,2,38,16,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,Engineering & Construction,Chandigarh +10 other locations
Evelyn Learning Systems,3.9,341,791,38,,88,6,"Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits, Job Security",EdTech,New Delhi +10 other locations
Urban Ladder,3.7,341,1500,45,,30,17,,"Promotions / Appraisal, Job Security",Furniture & Furnishing,Bengaluru +31 other locations
Savista Global Solutions,4.1,341,1300,32,30,9,16,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal,Analytics & KPO,Chennai +8 other locations
International Game Technology,3.2,341,1300,28,,30,,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",Gaming,Gurugram +10 other locations
Globtier Infotech Limited,3.3,341,1800,20,2,18,,,"Promotions / Appraisal, Salary & Benefits, Job Security",IT Services & Consulting,Noida +37 other locations
VXI Global Solutions,3.3,341,915,28,4,2,77,,"Promotions / Appraisal, Work Satisfaction, Job Security",BPO,Hyderabad +5 other locations
Theme Engineering Services,3.7,341,987,17,7,23,,Work Life Balance,"Promotions / Appraisal, Job Security",Engineering & Construction,Jaipur +110 other locations
Muthoot Capital Services,3.6,341,934,13,2,13,3,,"Promotions / Appraisal, Salary & Benefits, Job Security",Financial Services,Kochi +99 other locations
DISYS,3.1,340,2100,29,,20,,,"Job Security, Company Culture, Work Life Balance",IT Services & Consulting,Chennai +11 other locations
Sri Sri Tattva,3.5,341,1100,16,,18,,,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",FMCG,Bengaluru +58 other locations
CESC,3.7,340,1500,39,,38,,"Job Security, Work Life Balance","Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",Power,Kolkata +15 other locations
R&R Limousine And Bus,4,340,123,,,29,,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,,Chennai +11 other locations
Sakthi Auto Components,3.2,340,1000,11,,25,,,"Promotions / Appraisal, Salary & Benefits, Company Culture",Auto Components,Erode +20 other locations
Bain & Company,3.7,340,5500,116,18,29,9,Company Culture,"Work Life Balance, Work Satisfaction, Promotions / Appraisal",Management Consulting,Gurugram +7 other locations
WPP,3,340,2200,21,33,10,10,,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",Marketing & Advertising,Mumbai +10 other locations
TMEIC,3.9,340,1600,20,5,37,3,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",,Bengaluru +10 other locations
Network 18,3.5,340,2500,30,11,27,1,,"Promotions / Appraisal, Skill Development / Learning, Company Culture",Media & Entertainment,Mumbai +29 other locations
Mars,3.7,341,1100,18,6,14,6,,"Promotions / Appraisal, Job Security, Work Satisfaction",Food Processing,Gurugram +65 other locations
Cygnet Infotech,3.3,340,2200,19,1,35,8,,"Promotions / Appraisal, Job Security, Work Satisfaction",IT Services & Consulting,Ahmedabad +13 other locations
Delhi Metro Rail Corporation,4.1,340,1000,17,,33,,"Work Life Balance, Company Culture, Salary & Benefits",Promotions / Appraisal,Logistics,New Delhi +23 other locations
Padmini VNA Mechatronics,3.9,340,1400,27,1,46,9,"Work Life Balance, Company Culture, Job Security",,Auto Components,Gurugram +6 other locations
Kraft Heinz Company,3,340,1300,28,58,28,1,,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",FMCG,Ahmedabad +33 other locations
Kyndal India,3.7,340,3200,6,,46,,Work Life Balance,"Promotions / Appraisal, Salary & Benefits, Job Security",Beverage,Bengaluru +11 other locations
NXP Semiconductors,3.6,340,2600,48,16,24,,,"Job Security, Promotions / Appraisal, Work Satisfaction",Semiconductors,Bengaluru +12 other locations
M K Agrotech Private Limited,4.5,340,467,56,7,24,,"Company Culture, Work Life Balance, Work Satisfaction",,Food Processing,Mysuru +44 other locations
SMC Corporation,3.8,339,1900,33,15,15,,"Job Security, Work Life Balance","Promotions / Appraisal, Company Culture, Work Satisfaction",Medical Equipment,Noida +46 other locations
SBI Payment Services,3.9,341,1200,28,9,20,,Work Life Balance,Promotions / Appraisal,Financial Services,Mumbai +117 other locations
GTPL-KCBPL,4,340,450,41,,4,20,"Company Culture, Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits",Telecom,Kolkata +35 other locations
Shah Technical Consultants,3.6,339,919,21,,22,,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",Telecom,Mumbai +66 other locations
Sata Vikas India,3.5,339,936,34,,39,,,"Promotions / Appraisal, Job Security, Company Culture",Auto Components,Palwal +16 other locations
Khimji Ramdas,3.7,339,865,20,10,26,,Job Security,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",Retail,Ahmedabad +33 other locations
MNC Group,4.1,338,1800,132,4,53,,"Company Culture, Work Life Balance, Skill Development / Learning",,Investment Banking / Venture Capital / Private Equity,Bengaluru +52 other locations
Red Health,3.5,338,778,33,5,11,23,,"Promotions / Appraisal, Job Security, Work Life Balance",Healthcare,Hyderabad +29 other locations
Fluper,3.9,338,540,24,9,43,,"Company Culture, Work Life Balance, Work Satisfaction",,IT Services & Consulting,Noida +4 other locations
Ven Consulting,3.2,338,846,40,,7,1,,"Job Security, Promotions / Appraisal, Company Culture",Recruitment,Bengaluru +58 other locations
CKA Birla Group,4.1,338,1300,19,,28,,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal,Building Material,Hyderabad +57 other locations
IIC Technologies,3.5,338,1100,14,2,33,1,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",IT Services & Consulting,Hyderabad +20 other locations
6D Technologies,2.9,338,2600,48,,11,,,"Work Life Balance, Company Culture, Work Satisfaction",Telecom,Bengaluru +14 other locations
Escon Elevators,3.8,338,931,27,12,41,43,,Promotions / Appraisal,Industrial Machinery,Mumbai +15 other locations
Kushal's Fashion Jewellery,4.4,338,650,36,123,7,84,"Job Security, Skill Development / Learning, Company Culture",,Jewellery,Bengaluru +31 other locations
Zebronics,3.8,338,1200,35,26,22,,Job Security,"Promotions / Appraisal, Salary & Benefits",Consumer Electronics & Appliances,Chennai +43 other locations
Technicolor,3.5,337,1900,25,2,47,,,"Job Security, Promotions / Appraisal, Salary & Benefits",Animation & VFX,Bengaluru +10 other locations
Trane Technologies,3.9,337,2100,29,,14,,"Company Culture, Work Life Balance",Promotions / Appraisal,Industrial Machinery,Bengaluru +15 other locations
AceMicromatic Group,4.2,337,1200,19,,38,3,"Company Culture, Job Security, Work Life Balance",,Industrial Machinery,Bengaluru +35 other locations
eMudhra,3.4,340,1600,20,,15,6,,"Job Security, Promotions / Appraisal, Work Satisfaction",Software Product,Bengaluru +15 other locations
Advanced Micro Devices,3.6,337,3100,53,393,15,12,,"Promotions / Appraisal, Job Security, Skill Development / Learning",Semiconductors,Hyderabad +15 other locations
Kimberly-Clark,4,337,1600,18,31,24,4,"Salary & Benefits, Company Culture, Work Life Balance",Promotions / Appraisal,Beauty & Personal Care,Bengaluru +56 other locations
People Prime Worldwide,4.1,337,1400,49,,9,,"Company Culture, Work Life Balance, Work Satisfaction",,Recruitment,Hyderabad +8 other locations
Oil India,4.3,337,881,22,,30,,"Company Culture, Work Life Balance, Work Satisfaction",,Oil & Gas,Duliajan +46 other locations
Valvoline Cummins,3.9,337,1400,16,13,29,,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,Auto Components,Gurugram +58 other locations
Light Microfinance,3.8,338,897,19,4,19,4,"Salary & Benefits, Skill Development / Learning",Job Security,NBFC,Ahmedabad +115 other locations
Somic ZF Components,4.2,337,1100,16,1,26,,"Company Culture, Work Life Balance, Work Satisfaction",,Auto Components,Gurugram +19 other locations
Gufic Biosciences,3.2,337,1400,15,43,19,,,"Promotions / Appraisal, Company Culture, Work Satisfaction",Pharma,Mumbai +36 other locations
Avantor,3.7,336,2400,35,31,23,11,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",Pharma,Coimbatore +26 other locations
Zet Town,3.3,336,999,36,,2,6,,"Job Security, Promotions / Appraisal, Company Culture",Electronics Manufacturing,Noida +9 other locations
InfodriveIndia,4.1,336,520,25,5,114,,"Company Culture, Skill Development / Learning, Work Life Balance",,Other,New Delhi +4 other locations
Silverlink Technologies,3.9,336,383,17,9,31,,"Work Life Balance, Work Satisfaction, Salary & Benefits",,IT Services & Consulting,Mumbai +17 other locations
Intelizign Lifecycle Services,3.5,336,2500,40,29,,,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",IT Services & Consulting,Pune +6 other locations
Arzooo.com,2.6,327,1200,25,,13,,,"Job Security, Company Culture, Promotions / Appraisal",Internet,Bengaluru +44 other locations
UNext,3,336,1600,44,39,6,,,"Job Security, Promotions / Appraisal, Work Satisfaction",EdTech,Bengaluru +13 other locations
Satin Finserv,3.9,336,674,14,4,4,2,"Salary & Benefits, Work Life Balance, Job Security",,NBFC,Gurugram +93 other locations
Zf Wind Power,4,336,1500,18,,38,,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,,Coimbatore +8 other locations
NR Consulting,4.6,336,295,69,51,1,17,"Company Culture, Work Life Balance, Work Satisfaction",,Recruitment,Noida +16 other locations
Bal Pharma,3.3,336,1200,23,6,23,,,"Promotions / Appraisal, Company Culture, Work Satisfaction",Pharma,Bengaluru +21 other locations
Nutricia,3.4,336,628,23,,8,,Salary & Benefits,"Promotions / Appraisal, Work Satisfaction, Company Culture",Fitness & Wellness,Mumbai +66 other locations
SOPAN,4,335,1100,22,,21,1,"Work Life Balance, Job Security, Skill Development / Learning",,Industrial Machinery,Pune +42 other locations
Multiplier Brand Solutions,3.6,345,903,11,2,29,1,,"Promotions / Appraisal, Job Security, Company Culture",Marketing & Advertising,New Delhi +74 other locations
Jtekt Sona Automotive India,4.2,335,847,16,,64,,"Company Culture, Job Security, Skill Development / Learning",Promotions / Appraisal,Auto Components,Gurugram +16 other locations
AVL,3.4,335,1600,27,,32,1,,"Promotions / Appraisal, Company Culture, Work Satisfaction",Automobile,Gurugram +24 other locations
Essilor,4,335,1400,16,9,23,,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,Medical Equipment,Bengaluru +44 other locations
Dentsu Aegis Network,3.1,335,3000,36,,12,6,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",Marketing & Advertising,Bengaluru +14 other locations
Sub-K IMPACT Solutions,4.1,334,852,29,,31,,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal,Financial Services,Hyderabad +112 other locations
Motherson Technology Services,3.2,335,2000,34,1,1,7,Job Security,"Promotions / Appraisal, Company Culture, Work Satisfaction",IT Services & Consulting,Noida +11 other locations
Coding Ninjas,3.6,334,1400,58,6,4,11,,"Promotions / Appraisal, Job Security, Work Satisfaction",EdTech,Gurugram +11 other locations
Ceat Specialty Tyres,3.9,334,1200,21,,22,,"Job Security, Company Culture, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",Auto Components,Mumbai +37 other locations
Rao IIT Academy,3.5,334,515,9,,75,,,"Job Security, Promotions / Appraisal, Salary & Benefits",Education & Training,Mumbai +21 other locations
Aeronautical Development Agency,4.2,334,1900,20,,23,,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal,Defence & Aerospace,Bengaluru +9 other locations
Kalyani Motors,3.2,334,1200,20,9,17,,,"Promotions / Appraisal, Company Culture, Work Life Balance",Automobile,Bengaluru +11 other locations
Taco Bell,4.1,335,992,19,,13,1,"Skill Development / Learning, Work Life Balance, Job Security",,Hospitality,New Delhi +39 other locations
Halliburton,3.5,334,1300,32,41,28,5,Salary & Benefits,"Promotions / Appraisal, Company Culture, Job Security",Engineering & Construction,Bengaluru +27 other locations
Bluechip Corporate Investment Centre,3.6,334,1000,11,,22,1,,"Promotions / Appraisal, Work Satisfaction, Work Life Balance",Accounting & Auditing,Mumbai +100 other locations
Indchemie Health Specialities,3.8,334,926,23,,25,1,,"Skill Development / Learning, Work Satisfaction, Promotions / Appraisal",Pharma,Mumbai +62 other locations
"Ministry Of Health, New Delhi",3.9,334,893,18,4,32,,Work Life Balance,"Promotions / Appraisal, Job Security",Healthcare,New Delhi +47 other locations
VGM Consultants,3.3,334,1100,19,,7,,,"Promotions / Appraisal, Salary & Benefits, Company Culture",BPO,Kolkata +50 other locations
ESAF CO-OPERATIVE,3.5,333,885,22,,21,,,"Promotions / Appraisal, Salary & Benefits, Company Culture",Financial Services,Thrissur +132 other locations
BLS International Services,3.5,333,1100,23,44,12,7,,"Promotions / Appraisal, Job Security, Skill Development / Learning",Travel & Tourism,New Delhi +53 other locations
CityMall,3.3,333,1400,33,3,13,2,,"Job Security, Promotions / Appraisal, Company Culture",Internet,Gurugram +24 other locations
Integrated Wireless Solutions,3.7,333,1000,18,2,18,,,"Promotions / Appraisal, Job Security, Company Culture",Telecom,Bengaluru +41 other locations
Praxis Services,3.4,333,967,30,4,27,7,,"Company Culture, Promotions / Appraisal, Work Satisfaction",Management Consulting,Gurugram +8 other locations
